% Model,200309_CounterPump6 _temp5.mph
% Version,COMSOL 5.6.0.280
% Date,"Jul 18 2022, 15:21"
% Dimension,3
% Nodes,12303
% Expressions,1
% Description,因变量 u1
% Length unit,cm
% X,Y,Z,u1 (1)
0.20579975355851482,1.4741969952966356,0.1854445482984758,0.04893348653338054
0.24043015927263456,1.370557721729004,0.22272728113895934,0.05224038660770229
0.23701610863772388,1.447490104432029,0.3139996207284092,0.05221919132269551
0.27506056498675435,1.2669184481613722,0.2600100139794429,0.05982956170665828
0.2706871718748998,1.337991993884419,0.35001141390306023,0.05701892739149344
0.26631377876304524,1.4090655396074654,0.4400128138266775,0.0576038499246572
0.10320916792571844,1.4771133329442505,0.23975835604710172,0.05008973317682206
0.13753028249337723,1.3690475332706444,0.2763225951887623,0.05425872561408329
0.13387661843792378,1.447905107218393,0.36830402051365185,0.05427805780587019
9.008358683396962E-17,1.4711766183799166,0.2926351763980817,0.05156237423406763
0.36192139288052,1.3418597263848637,0.23157940294861284,0.052520892288041895
0.3284360909591316,1.4505564150728014,0.19497646228872728,0.04908649190455091
0.35933835421205096,1.4200082700482348,0.32319105833360284,0.052552567861229055
0.44878222077428565,1.4168010046083555,0.2031487919177828,0.04927759871818794
0.5095807746682707,1.3751135853698102,0.3152618933836927,0.05223516220630983
0.420681210054928,1.2946707366408263,0.3424312009465051,0.057032157359334534
0.5663018551231016,1.3224230251202802,0.4248523879135673,0.05677286087636025
0.418586704534753,1.3732204275905955,0.43479975624951495,0.05730314811166757
0.46578923469245104,1.2990021581639306,0.1946896554834677,0.05228332396708888
0.5130570628974559,1.405840763931363,0.10190287866354629,0.047667757424293
0.4827962486106165,1.1812033117195058,0.1862305190491526,0.06023378762674468
0.528410243539534,1.2835102066804653,0.0931152595245763,0.05056245805879912
0.5740242384684516,1.3858171016414245,0,0.04723558775821064
0.5785331703806492,1.3672154577516604,0.21452566945294035,0.04950080698631073
